"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
"11","Larva","dead","Larva","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"12","Larva","dead","Larva","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"13","Larva","dead","Larva","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"14","Larva","dead","Larva","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"15","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"16","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"17","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"18","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"19","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"20","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva"
"21","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva"
"22","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva"
"23","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva"
"24","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva"
"25","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Larva","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva"
"26","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Pupa","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva"
"27","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Pupa","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","Larva","Larva","dead","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Pupa","dead","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","Larva","dead","Larva","Larva","dead","Larva","Larva","Pupa","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Larva","dead","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva"
"28","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Pupa","dead","dead","dead","Larva","Larva","Larva","Larva","Larva","dead","Larva","dead","Pupa","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Pupa","dead","Larva","Larva","Larva","dead","dead","Pupa","Larva","dead","Pupa","Larva","Larva","dead","Larva","dead","dead","Pupa","Larva","dead","Larva","Larva","dead","Larva","Larva","Pupa","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Larva","Larva","Larva","Pupa","dead","dead","Larva","Larva","dead","dead","Larva","dead","Larva","Larva","Pupa","dead","Larva","dead","Larva","Larva","Larva"
"29","Larva","dead","dead","dead","dead","dead","Larva","dead","Larva","Pupa","dead","dead","dead","Larva","Larva","Pupa","Larva","Larva","dead","Larva","dead","Pupa","Larva","dead","dead","Larva","Larva","dead","Larva","dead","Larva","Larva","Larva","dead","Pupa","dead","Larva","Larva","Pupa","dead","dead","Pupa","Larva","dead","Pupa","Larva","Larva","dead","Larva","dead","dead","Pupa","Larva","dead","Larva","Pupa","dead","Larva","Larva","Pupa","dead","Larva","Larva","Larva","Larva","dead","Larva","dead","dead","Larva","dead","dead","dead","dead","Larva","Larva","Larva","dead","Larva","Pupa","Pupa","Larva","Pupa","dead","dead","Larva","Pupa","dead","dead","Larva","dead","Larva","Larva","Pupa","dead","Larva","dead","Larva","Larva","Larva"
"30","Larva","dead","dead","dead","dead","dead","Larva","dead","Pupa","Pupa","dead","dead","dead","Pupa","Pupa","dead","Larva","Larva","dead","Larva","dead","Pupa","Larva","dead","dead","Pupa","Larva","dead","Larva","dead","Larva","Pupa","Larva","dead","Pupa","dead","Larva","Larva","Pupa","dead","dead","Pupa","Larva","dead","Pupa","Larva","Pupa","dead","Larva","dead","dead","Pupa","Larva","dead","Larva","Pupa","dead","Larva","Pupa","Pupa","dead","Larva","Pupa","Larva","dead","dead","Larva","dead","dead","Larva","dead","dead","dead","dead","Pupa","Larva","Larva","dead","Larva","Pupa","Pupa","Larva","Pupa","dead","dead","Larva","Pupa","dead","dead","Larva","dead","Larva","Larva","Pupa","dead","Larva","dead","Larva","Larva","Larva"
"31","Larva","dead","dead","dead","dead","dead","Larva","dead","Pupa","Pupa","dead","dead","dead","Pupa","Pupa","dead","Larva","Pupa","dead","Pupa","dead","Pupa","Larva","dead","dead","Pupa","Pupa","dead","Pupa","dead","Larva","Pupa","Larva","dead","Pupa","dead","Larva","Larva","Pupa","dead","dead","Pupa","Larva","dead","Pupa","Larva","Pupa","dead","Larva","dead","dead","Pupa","Larva","dead","Pupa","Pupa","dead","Larva","Pupa","Pupa","dead","Pupa","Pupa","Larva","dead","dead","Pupa","dead","dead","Larva","dead","dead","dead","dead","Pupa","Larva","Larva","dead","Pupa","Pupa","Pupa","Larva","Pupa","dead","dead","Larva","Pupa","dead","dead","Pupa","dead","Pupa","Larva","Pupa","dead","Pupa","dead","Pupa","Pupa","Larva"
"32","Larva","dead","dead","dead","dead","dead","Larva","dead","Pupa","Pupa","dead","dead","dead","Pupa","Pupa","dead","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","dead","dead","Pupa","Pupa","dead","Pupa","dead","Larva","Pupa","Pupa","dead","Pupa","dead","dead","Larva","Pupa","dead","dead","dead","Larva","dead","Pupa","Pupa","Pupa","dead","Larva","dead","dead","Pupa","Larva","dead","Pupa","Pupa","dead","Larva","Pupa","Pupa","dead","Pupa","Pupa","Larva","dead","dead","Pupa","dead","dead","Larva","dead","dead","dead","dead","Pupa","Pupa","Larva","dead","Pupa","Pupa","Pupa","Pupa","Pupa","dead","dead","Larva","Pupa","dead","dead","Pupa","dead","Pupa","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","Larva"
"33","Pupa","dead","dead","dead","dead","dead","Pupa","dead","Pupa","Pupa","dead","dead","dead","Pupa","Pupa","dead","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","dead","dead","Pupa","Pupa","dead","Pupa","dead","Larva","Pupa","Pupa","dead","Pupa","dead","dead","Pupa","Pupa","dead","dead","dead","Larva","dead","dead","Pupa","Pupa","dead","Larva","dead","dead","Pupa","Pupa","dead","Pupa","Pupa","dead","Larva","Pupa","Pupa","dead","Pupa","Pupa","Larva","dead","dead","Pupa","dead","dead","Pupa","dead","dead","dead","dead","Pupa","Pupa","Larva","dead","Pupa","Pupa","Pupa","Pupa","Pupa","dead","dead","Pupa","Pupa","dead","dead","Pupa","dead","Pupa","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","Pupa"
"34","Pupa","dead","dead","dead","dead","dead","Pupa","dead","Pupa","Pupa","dead","dead","dead","Pupa","Pupa","dead","Pupa","Pupa","dead","Pupa","dead","Pupa","dead","dead","dead","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","Pupa","dead","Pupa","dead","dead","Pupa","Pupa","dead","dead","dead","Pupa","dead","dead","Pupa","Pupa","dead","Larva","dead","dead","Pupa","Pupa","dead","Pupa","Pupa","dead","Pupa","Pupa","Pupa","dead","Pupa","Pupa","dead","dead","dead","Pupa","dead","dead","Pupa","dead","dead","dead","dead","Pupa","Pupa","dead","dead","Pupa","Pupa","Pupa","Pupa","Pupa","dead","dead","Pupa","Pupa","dead","dead","Pupa","dead","Pupa","Pupa","Pupa","dead","Pupa","dead","Pupa","Pupa","Pupa"
